query,place_name,formatted_address,lat,lon,vibe_class,place_id,photo_reference,types,osm_image_path,dist_to_park,road_density,road_length,traffic_level,time_of_day,sentinel_jpg_path,sentinel_tiff_path,populartimes_peak_avg,avg_temperature
BTM Layout signal,Swami Vivekananda Sports Ground,"WJ86+5MV, 19th Main Rd, BTM 2nd Stage, Kuvempu Nagar, Stage 2, BTM Layout, Bengaluru, Karnataka 560076, India",12.9154958,77.6116665,why_god_why,ChIJ0RHHRvwUrjsRwVYxlP1ygZI,AXQCQNS5EEGYPYBnT_1M19UdzymAjsmdZRGE_-B8CnTQGB2xKanNM2h3t2n9VeURbqYrpjnux5gjMllt-VVuV2mK6Cs7Nn-SM8qsRQdtebv0YuJEqvcGX3KC4Lrf0pgmZUepq_7luVmdgxIbzps71r9iFoJds1U0WtyzbU63SYOdKQs_bdNFzAnz0_O7ttGepbq6gFsyAzw3vvCaldrFaEk81-2-zHqjwNmVNSJtEUaftUteUaIi9YKdrg034X2ypb7Dxyv5Mx-Vkue2iPthN2Lovg2U3c7fLBzUcf40rNqXY5EPS3JabtXa-n1Vq3R0E9RCKy6BhvyhLSVBdtqJaq4ZnX4Imz8kyqBzbsxVseWAKig04LqQT8M1vctae_6V5PH5kaFXh300N-WTSfv4NEXa4tzxjdFH9Sni3m8j2pYXEPwtwabpv2daApBsuFgmbPuErqpEf1ZOO5JOT1CErqXxVjzJ4EmjsFh99EtXbctJm-dJElufEPqtyECchR70Hv9-gy4Fa8ZnRCQ4OMhjE5RRrRksQgsG0aRcR4uZvlEW4KAoxH5M83YeJUzpmkcWnLWzIKmPQg,"point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_10.jpg,221.7998278,251,12561.8,high,afternoon,datasets/sentinel_tiles/why_god_why/why_god_why_10_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_10_sentinel.tif,63.5,28.19494709917294
Kengeri Satellite Town traffic,Kengeri Satellite Town,"Kengeri Satellite Town, Bengaluru, Karnataka, India",12.9230523,77.4846519,why_god_why,ChIJeRwWRdk-rjsRQVJoR_1ddic,AXQCQNTA8Tcj2ELogkfivvqgRLii862eO1uMaNVcX1pAMtZWm5W2SCSdttjxxKl3eVLLwnqaZvtQu7SG8B4W8Q572wxMF9ezee2Ilm5_aW7CwPTw85KlT1QEjc8eb14OUGcBb8X0e5P1nUerXrfIOLSJiHqtv17evOe_PLAtpgQc1PyWMXb0hcdZN-sZ2RqBSgfx0PFwXovkEtsIENhiXV6j170jA0Z94KQ0xdRTxYYw2T8WnJYHyTXI8QF1cNGGNjNVZTZG97a61iVj8zeggivLLScxVDLEVP1SVYUqXzqjdkaQOfWg9aalV6UEQZYIfxZLKMjosqCogrh1chA-rICHbbSHZ_JCtW4S38gb201lhAQskmO00pNRQFJy5XuzS9JkX2AtfwDbvu7eFpBbfd7kF1w7eZ9597w9FjGBVNaN4k4ZUUpH-LD7lwfAKMMyHG85AKu5whUvd10Z_Ay4hR3ydC8YmZ1b0-I06bOyseuTTaFjKf8l7AgbCXloWI0ZtfZVJnbktdZsJYaNYg2WHiOUytiGHaaE0z_aMbNiJq_tbiJDoYFS-I-zUAHVL6SzOb2mzBwTjtl-,"sublocality_level_1, sublocality, political",datasets/osm_images/why_god_why/why_god_why_11.jpg,142.8455727,271,13559.5,high,evening,datasets/sentinel_tiles/why_god_why/why_god_why_11_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_11_sentinel.tif,69.2,28.19494709917294
Electronic City Phase 1 flyover,Electronic City To Silkboard Elevated Flyover,"RMXC+57R, Electronic City Flyover, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100, India",12.8479871,77.6706358,why_god_why,ChIJ-fXTipFsrjsRUx64KdU3EZQ,AXQCQNR_EE4CiP_DEPWkqFiZJZrDOXw_-CP2GqsMi7R-H1DKrewuiNQwFEFiIwaD4hSxc9EvyZVDjbtknNXmPjsokN-acx28aEKRAOeYa4BLn4Wm7bEgSoDukm0twczjSZ2mQJAX78X-UsO3OwzGw9GkhVQ464FY-G-5Z1WiTDB2ieV0AMwvug3TLzvSLSVUfQD2moj0UZbBSHmAXjnBcoI1KUrm-wdfEKXD5nR2na03wBhnSJNFgQSI2_Qkz98ksVe8VeM0G0lmvQhyQSHd78UukNaRCsUc5SOc8hi6_X1R0icGW6xaOwaWH5wCPBY-JBXQGrgDSmbzz30UJax8zK4-f2TuLhoMjh3tb4_fCx5wmViYA5JaOl7BaIgc2Ubh_-yUZqtwCxdhGTO_-1Zr6gzv1jogN9U9LV4m0Fr_UxPTsu_AL6c9UZdAdS7UIz2Nw4qoBNBUMxOKMxEi-_T0YJjmdORBurUeNPwbxMzheDbr9MFmNprFY6HQNptjxMI0e2JPQVQHhqQKWhHnM4S8T12Y9h4sn4JIUiq6urViDoIb-6r2U-tnJITz9E35cNZe_ih62vRKUA,"point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_12.jpg,2346.094875,0,11.8,high,afternoon,datasets/sentinel_tiles/why_god_why/why_god_why_12_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_12_sentinel.tif,65.5,28.19494709917294
Manyata Tech Park entrance,Embassy Manyata Business Park,"IBM India Pvt Ltd, G1 Block Manyata Embassy, Outer Ring Rd, Manayata Tech Park, Nagavara, Bengaluru, Karnataka 560045, India",13.0439303,77.6185782,why_god_why,ChIJZSBm3G0XrjsRuDsC-XQoewU,AXQCQNQ_FYcRYNFE2voRdIyBS_nny_YXOkrq2d41nHcZtkEa5sM8Ig2bjmBT1nxj41XzRRuTnHb2ieMZwp2QMMqaPM0CocduFO808ToEnLwKzhKEOrV6pN6GRTrpn3ScArkJvd6eogJX1bmaHSVVXGiqdo9kuZjBC7LSh_1yOWsenMAI2PIOHR6RojNmIDdDZHLd-KCqxxP0MwFLhKaWcGt9tJQZF412F72ELpupQk9ZwWghYmm3mxZok5RsobmnHzwEvSq9kXHtIdQRNCwjXlcF4_p-Xlv-5W5xFjzKxXjVdZ19F2T2Kgk,"point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_13.jpg,413.9491023,68,3403.9,high,morning,datasets/sentinel_tiles/why_god_why/why_god_why_13_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_13_sentinel.tif,69.3,28.19494709917294
Whitefield Main Road jam,Nexus Whitefield,"62, Whitefield Main Rd, Prestige Ozone, Whitefield, Bengaluru, Karnataka 560066, India",12.9596271,77.7479488,why_god_why,ChIJCwQ1WPYNrjsR79v0Hb12g1U,AXQCQNSpC3Y5EuEgMEdt8Nqohw_s7IsXuq9Dqr4mQUKEymhiuHXbQLwMoneJO7U6TSWetu_i5ERKH5MkcYT8HDh84_5ncjwy4odyAkdF-uDzP3x8LfokStiudA9dc_5YJespT7Yr2acmqCX8R3Rt-biuc19HJz_Ksta_hVpcn9a01b50aKJStkwjeGEHyBeXVztt_9HW5aEx5i9L45nTrQGS3VPRwzpHfJ4ekm-chW2QMKt3ohkQqaYhiX-T12DzWK1P9vAGsAS4ghjWrpd0wUJwAzgWezG9I3N5zENhfdIoZoqu-SNLrrKdY2EGJ9dkgLjzXzt--sTR_UetReg6FcqGqkv-seMAq8HQU0y2ad5bFPi_fCvHJ5SRY8Qv2lpCqKIzHXMmB5-gLJF4cA8Dfa1e9XFeNb5xSL5o7u0A8RYrbf83OSd7xg4hBFWbBKeGNbbsELMdUXmuFULYiAjR0GjdwGhqKNb8gwgnywX89suCnzy8zPLY0AAjvtUAoKY6FRa2K8WvrNA2eEK_y3HlVk1aLSxR2TTW6iZgzr8k38p-QatPMGYmXDx9YdI0DaOP-TUQlgqH-Q,"shopping_mall, point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_14.jpg,501.7700562,57,2859.4,high,evening,datasets/sentinel_tiles/why_god_why/why_god_why_14_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_14_sentinel.tif,71.5,28.19494709917294
Nagawara Junction,Nagawara Junction,"5th Block, Nagavara Village, Nagavara, Bengaluru, Karnataka 560045, India",13.039875,77.624317,why_god_why,ChIJ7bu2emwXrjsR4DfkKebZnUk,AXQCQNQsIgmRp8NnVuzLLIOWXofUE02V9F-x21WGs5Dbla5EHr9IBfd8-b1n0eoo2vJAvoXD2WywSQfUXxDziZnoo1tyuJvbl5BVpfHZMvjZmD-xoOO4_PlYyR4E29fbu3dVsVn4WAye5XssJdLH64ocnbPDWW3DYn8oxjwYoi3mRW1sM3gMQETJ4vjpxsxMyoZ-_7-X9BZBIUNZnFV6XggajMibJQwv_qUtTR1ldlDKp63wAJIhHH7e9k7kc-3MpoYgpzwnnVUTUDt1Zw_jiwzq_-NFyFgc2pZZEeDTzCJ8iOzmgZj06lymBxuVR4_bNEijO9WeEsdskUtruVMuW3HYuWJ9OOMNjtKMrJoExHM7Q3YGBRzXAoqouhRrxxkKa4ZKYpak-olWMcUTm8mnBG1T7NZOHXK28_tVSkgU1es5P7t786e7SxAt072zNf903RyDIcWICeguEfjlOv2ywOHh9fABKRqA3SJVRgyk9DzQXqutlf81TZPCxvFYnIakHuMCEW8z1Xz_diunR1f3HZM9HXcoB1X6JRso_VnVcIoX0S3hVdQDvdE3_2bqhYf7qehq--_3Rilb,"transit_station, point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_15.jpg,352.711892,281,14059.6,high,night,datasets/sentinel_tiles/why_god_why/why_god_why_15_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_15_sentinel.tif,31.7,28.19494709917294
Mekhri Circle,Mekhri Circle,"Ganganagar, Bengaluru, Karnataka 560006, India",13.014657,77.585062,why_god_why,ChIJxVGBgcoXrjsRACNc_9K4_Iw,AXQCQNRdLv4x3MCo1xa60nkPFjjC_ZhYvW6hDQUCFK2wrVXp6TnwP0rJcT8FKIlIGXgYXnvgRdnQsOOc-FXuj9wF0NnSBlZhsGz7BuZihPcJFvcUosMFD_eWt5fQhLoYrJzABZg4X6uBEr3Aq7JvmZHfn7_jxCS6kqJlQdbqMBcrCxMXAVvEl1eeSzyWFDM-JNEimZ05E1LOT1SS6rSONdZic47ol-STcrekcLD5fOOU1-aqVvkz44TAbsBV-zpKWqD0wmlauF2XnVwgAXHNaP6PHiI5TwatHHrvb0ENBiE2gI6riF5VjeNLnUKp2W8EN7C2_oMU0J1q6p791zbq-WYDsOBxBCZ7dd0bIz8Re10AiWlROUaAnR9-TeTg5WtxLD4GO9_hKK6nLD7XFskC18k8u7MOMl8_Cab85Pp9g2reInQYPzrtibs2DnGLtku-7ubkitgOccuO3R9CdVidV6_3xCtayf5uxUMzLH-VYuxtfY5GrfCyn0rGLfH2bzLGsp0JyesPz8G8qbC1GPood-BO_uHGX7wl9OXtYsdstq1yepEZTPb3zR6gXm5lm0x-D56PYxP0-0tA,"transit_station, point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_16.jpg,260.2376595,52,2619.2,high,evening,datasets/sentinel_tiles/why_god_why/why_god_why_16_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_16_sentinel.tif,81.5,28.19494709917294
K R Market congestion,Sri Krishnarajendra Market,"Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",12.9656896,77.5762088,why_god_why,ChIJ_xC6VOEVrjsRy_ZNwGx87Ac,AXQCQNQ2LG7RTTjw4FeFcHKzZe_kgWbERb-Dy4Aeq_DWRhmG_tfBYG11If_WIM0wujwc-FseFbeq8ixOYgBk1JMb4M_BQRa6ElodZNBD6H5WL2IOxebedtYHanVUb8A2nUQCSA9aVGy2-JVtLe2ZeE9OyfDzTusJHaVU0QslVSAeriBAYZyklNehLW2GoJ2x3oQFiUdppja-D05ntQPE12P0WEmak2clppZj7XUcCCwpQjSFx_vEVCVApqkQ_-YlCgmuH_I4nS6R5k5hRtQw2MpJDxEYseDIklP3GOpoxAcBSPFP4YWpVnSx2Wdku60fmRXfQM3yuxjTbYekkISDoGpYdA4PBVLpiOhA5QM5_elNiE7cGNuOjRcdokpb8uV-W9AZB-rBm6jbaXhA-1laA-Gib4l4DjIQVfaEYp4F0KnLpr8s_KXNqXQkQR6N9egUEhqFpRHDLD-nlBhtbOJHnZwMqLRPGpGmfjDeeeSExQkbzdhU7tP4vW_52SE3m89vWQPEOlrjEUwxHvLaewTFiG6rXCbRRDiHYEfaC6g9tjdmP3kXwIoRys4k5EdSpFo13y7V8oB1hEwS,"point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_17.jpg,212.2148384,332,16611.7,high,evening,datasets/sentinel_tiles/why_god_why/why_god_why_17_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_17_sentinel.tif,66.0,28.19494709917294
Goraguntepalya signal,Goraguntepalya,"M S K Nagar, Goraguntepalya, Yeswanthpur, Bengaluru, Karnataka 560022, India",13.024168,77.5357533,why_god_why,ChIJYQUvLGs9rjsRTyfZ01sx13M,AXQCQNRcI8POeIdyIbRoEUxKqa81Ffb8BAikmXYVz5sUjK1kycLwbJeMEtKvse9nB3pxb5JAYb2-giQ1wsYhM2ZsmqLia1xXW7k0xYIpdBCRl2KDU9RJ0GsOGoSetNF0wa8R_tY_pQ8eQyVQea_dJoqoDo9Cj9Yynyn2jtkbefoQKaVpmCLhDJwVaK5vAFkghxM54zMqmHWOeRwLm69KzVq_CNkwGEehXu9W2pSeCFbs0QTwkoxOzvGMXyvVM7SwVkFM1L0Hqxd7wuk9ZAbC0qcPGvldz1F1oYoKUAgcx3jyN3EShkTMwL-qBRsUJhzURMH4dXVOcD0cVhhiFbwGGshP8X7MEyssycFUOpaNM62Vg6jjd58d6lRfLuNRWfntIaIwOwTtETF2DVLhqGlqu7pVjiBJkh-PiJjgIjmQwlZekHu_xTmj8x6sBQirB3AVenx_U1LUMwUuKOI_nCg7l2pn4_5W2uUihvmBKKfJZbcMxJAzwZDD0FetIRvr2fjwx8WjUFUz2JoKeCRmUg0Q441dT4WeJWkfuFNBsDyxonfRlEBZPeNBn2ZKWf2xXiOWRwHm_gjzwg,"transit_station, point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_18.jpg,536.2190502,221,11070.0,high,night,datasets/sentinel_tiles/why_god_why/why_god_why_18_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_18_sentinel.tif,29.7,28.19494709917294
Ramamurthy Nagar jam,Ramamurthy Nagar,"Ramamurthy Nagar, Kuvempu Nagar, Dooravani Nagar, Bengaluru, Karnataka 560016, India",13.0084887,77.6737028,why_god_why,ChIJZ12qUiIRrjsRgwJk-7pzMEU,AXQCQNSQsJ1ZuMPYehsS4S_29EkOznIxQNscFH5Gup-6dgiPbB02waVf4ZB2ImIFTKJdOVvtxAEAIgcSBqdRpSXHfFDE3y_cTSnJsZEkJ66-Ru-yeybPLC2Yw7SRyjX_RS5mRJ4El5go6_kAbVwTSyFdiOJNixcrqovwfhAu0Lw8rENqXte2v-Mn6hCZLaPNKYmS_27t8qVRAvm2Ubvc1S5OvaPF84ZwJRsoKLbz5fZq7UDajD7Gp49_U1ICkupTWE03WgZNsq0tXr0F_R_am9GpMwCJqcg2mGmRjikIf-6lxErHDw3pUDiIdDDUv1X5XKd3oOSgLmgmx8vdIPVdm-kFTaV1QQuRUgjof3kn9NgerR-chA8I-foq9pzeOiz32qmlaK7XlIN-3G9TKxms_CBZITXCEQP-wYtv9lOA2_Lq03E0jVN_OCzl73Y9pNW0yJP_2FDjy9CV27iH1aMpHgMj3b-iFEWgGCLlOajKNCsYjn5QTVXb37RVjLxwN1at4jJ-XJev7CJ2OIYfroKpndKCQTRwqDWInnXSAG-TvHXcvclF361Abotgq_S0X9Yn0L9LqxMuWb_K,"neighborhood, political",datasets/osm_images/why_god_why/why_god_why_19.jpg,829.4322051,373,18651.0,high,afternoon,datasets/sentinel_tiles/why_god_why/why_god_why_19_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_19_sentinel.tif,49.5,28.19494709917294
Rajajinagar traffic,Rajajinagar,"Rajajinagar, Bengaluru, Karnataka, India",12.9981732,77.5530446,why_god_why,ChIJxfW4DPM9rjsRKsNTG-5p_QQ,AXQCQNTnC2LONBAKsJo8QGIFxS3UmRpaxPootcQGxZPjuiF74PRDYyYvx8lNvqzGHA8iSfN4PLHAZeIYdhL6NHiCKRhqLWVtxu00FNFWMZvJp8LnGAMixDB4WAS8cAU07l26b936N8z-9WNZMjgWD-d0ZogPRId8u80fJDN0Gzb9S_XmF0PmQJWUbgLtcO1xkJNQVglu8B7_DGSFyJkXOmxYzRwDRXgNTuuAF1BEUskrLNxcdL1jVzYaBEK_yvwIc_cQ2zPY_8wjFQyC5GTCpv1-2j_CjkiAOhbBBLkKU1komH4V3SLZd6QhoNjK8wTrUYzFZQFyrdss9add_Gi0u5Vx4pCVUC2t9DElbohJeUkqGXvv5_M5kZiUi1GqPhr60zGAi4lGvm0ASjda_5I5i9GB_orhZgqNMfN21U1mTmUbXppgcp5paoErcOzLcNyxft_JGhD01Ok4g1yu220zlBO2MZ7QILCsCVwyaI7kJ0EWlmzATq9gxTN8XJnWh--iG69O9I_Ycv0mfzedKlQkWtheF_60qEngxMGWHTNQ_kyqoBzh3gAHbJJr_DySfyqVjUc1ODZlgsAe,"sublocality_level_1, sublocality, political",datasets/osm_images/why_god_why/why_god_why_20.jpg,53.77668188,266,13317.7,high,night,datasets/sentinel_tiles/why_god_why/why_god_why_20_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_20_sentinel.tif,28.1,28.19494709917294
Bellandur signal,Bellandur Junction,"WMGG+7F6, Bellandur Main Rd, Adarsh Palm Retreat, HSR Layout, Bengaluru, Karnataka 560103, India",12.9256709,77.6761448,why_god_why,ChIJM1DuqUUTrjsRkTmmO2izAnw,AXQCQNRGEfVZwbpdlI-rLn32P0I03h-niGL4CEN6IuyzUlUxNSI-QmK6edRipdlw6hVpMSmxgOwtYw0s4aUZEYKB4qh-hiPOPANjlijNXyq1_N6exW6yvJpbLaaKnwRJhlYWH2Ev5iN0mNfSu-Aygrp62Ar7kuFydbbY05h603_C5-BveG8dLs85fEBDQZSmYCzb4O_QDX1V8EYc764GImfdBlrsQUDvKF8NSaT0_9ROdWZnj26EA22H3tqj0IxWcGbMSrtH5tINybcJmr5yhG9SSPoFt2XWxzNX_nxyRIzHeinS4Yg7xBidOQ2Pz7gpixLScjqOuu6MAmQ8oJspX2QXJFbnLznmPxxqiFhrI5JzZjWJ5eeBkS6e0Nr9OeJ6BmQSAVWfvepOEaRcnmuelcY6xxYwHM0kB2PT1mrjd8yq2be7vJQ5yqBron6dndEVMLKPzu50c3ptdT3psQfI4Gs-Xmzz5NbkL0hQbKx5F0ZRjPsxlgGXx019AorLY_iA3TfEtOsebIsLgKVxiRA5qJ_Ol-0FvzIXrv1ysL92FmUSCbxTz1BXReFHr-oQ8JRz8nRTMFgo94jh,"point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_21.jpg,489.7008891,171,8556.2,high,evening,datasets/sentinel_tiles/why_god_why/why_god_why_21_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_21_sentinel.tif,81.2,28.19494709917294
Marathahalli bridge,Marathahalli Bridge,"Marathahalli Bridge, Outer Ring Rd, near New Tandoori Point, Marathahalli, Bengaluru, Karnataka 560037, India",12.9569472,77.7015352,why_god_why,ChIJZxGsbDMSrjsReF8j2Qh2hTM,AXQCQNQclLO1bF5YlaFvxMGvxukh8Ou7PR3nYFY2dv0vsc83RAZD7dcIaQ6eqCs8-N7zol-LoyTV4ePyz13gu1yKawlsmLOLJ8begd7Sd6vWGYLCSF_ihPw_Zxe8Y_eWZf7kr_sZkxqkTz49EYvDGjnWf62kpwKTHtgAVRyCDvm_ROkDmweBbFjqMjN02v7OhOuU9bnfnSMn1fieDcM7VuhvrOg0PsmADGGP28n81e9JRIn2rFNpjUROu0IPizQRZ-dRgyARnHKJDelpQE-9cOJN2GhB4tkF_OUK6R1bZNQral8Elz6UuQlG_wZef9F3GfxPilcPWeKS4oL2EyopIApLBlmxEoXcITKj1eKS8hPDvzDC-luGxuDSTp6xFO4tL_rzv7RVMhC88TNMQ3bAHv5WnS30uaOQG02FOQc99SSImLXCRS5nav_PBb1pnrd19se1g4sVr8bAptJkf7SdnYBZUPVrkpR-hmEkR4vJ5cTVAMRADSJ-4McWpfRxNJd1dgqi57EEuKK3KP7qeeFCnq5pmzItA28Kv9XnvL3CGZ_WW5abpKSUNoDbsiFZrUzv1f2uYJuSENvF9MYBYw,"premise, point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_22.jpg,635.0120652,198,9908.4,high,morning,datasets/sentinel_tiles/why_god_why/why_god_why_22_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_22_sentinel.tif,80.5,28.19494709917294
ITPL Main Road congestion,ITPL Main Rd,"ITPL Main Rd, Bengaluru, Karnataka, India",12.9922017,77.7160872,why_god_why,ChIJhdoVkZYRrjsRtOtDhkHlEq0,,route,datasets/osm_images/why_god_why/why_god_why_23.jpg,746.5674154,130,6509.3,high,evening,datasets/sentinel_tiles/why_god_why/why_god_why_23_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_23_sentinel.tif,73.0,28.19494709917294
KR Circle signal,K.R Circle,"Nunegundlapalli, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru, Karnataka 560001, India",12.97375,77.586853,why_god_why,ChIJh6n7GnMWrjsRm8CBbcjd6rA,AXQCQNRNsZLCVbb90YPgOb8GnPjg-W-u-8Uyq2q7oIvT3pC8IwTJDnzy07Cw6ormNmY1-98skFdfM1MZDfs503MDzVdDXmxNFPb527pBPvUq9fAo0gDNmlNCVUBwF1jHLZgb62FgX4Ki7ZkqSY6xEBk0BcSGttSGMKaJ8NtrjFlHnnYSME4HlaLiOlrgg8PU2bWyL93mnVn-eiZAJ6iAfse3tGUEY1MMSAra7lHUk9M7FpG2IIs9m3iEqmIErFtJKjnUhn8pfgS_ngVVJhp1T_qIhtgtftDBcjmlsEQH71PGos6-uHKZ4kZ0lgngbjw_V5fmFaq17gs4u4Q219QpPf6siDI8xqZxcx-5Be0cBIdKToc6TOj6-9IP41WVxzt26oIGwrIS0LOL7bTB8v1FjKp9_9akEo8cfQNCjObA7d9W-ry6T4UbazilvCtq2CsigpxFwySBRaA58-GtwvbT7yKiUVZsBkLQ7ndqXG0OlosacQYjA3-I_ggsCfpTNp8nQTe1kH2bgmXKmDJtIlhbQaxMmarm6WA2NMvjICnTN-QiPPZY9l19rnpLPVJV1UcbCMMJ3xjIZrBVfxDEvg,"transit_station, point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_24.jpg,136.3390221,31,1561.4,high,night,datasets/sentinel_tiles/why_god_why/why_god_why_24_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_24_sentinel.tif,29.6,28.19494709917294
MG Road signal,MG Road,"Shivaji Nagar, Bengaluru, Karnataka 560001, India",12.97783,77.601944,why_god_why,ChIJVb2fYHsWrjsRlgdfrrFDmEk,AXQCQNSQm1z6ntlnGbnAYT4vDbWcylzuava_zYJg771lFSYnXUlx2yJIpbwmkp6B-PFoUyyFrsdcDPoop8lXwC-RH_6M-gTMu2rnxPW77faGU9JWJg1IByWMUWrVsx6H7jYfV2t9qYEbOevcr77kXMtF468f1raNHqpTRX5V4NutyKATLE_L4Fb16fl7J3ReqyXri9D2Pb3ZB9DNML2dduXpwL4M7Rghvz8vTaENgLC0dVqc-f81bV9xzYUGhZHs2jsDj3qBotjyKXnNDsyF2pDqcV4vVVHLm55QjGYNGR25C0yvRhDLDKPud8bp5pi8wUPd7CMHY0LcubELglutIprA8iEsIvjZz0mSVORAdVTC0rzKohCsv2cM7tycLq0bo8B5dyvFU12tmgaglI9u_l-CCXmZPhDBcUBqj_C0SWJjYx7jOIBkBNrg9K_ZMrKepvmcnVPMh8RtUtMWQa6f3_qCzg9PmtW3FbuW4Wl78jicCmyGGSMjgPbMYdbfsljQD6aTqXEFeR-uKsVFs_EJQMNpJhcs2hlZAOtkjscAd7rjEQRgVFDrHsYORoVi2zbw1yeehCUGm1qU,"transit_station, point_of_interest, establishment",datasets/osm_images/why_god_why/why_god_why_25.jpg,30.68342629,53,2666.1,high,afternoon,datasets/sentinel_tiles/why_god_why/why_god_why_25_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_25_sentinel.tif,58.6,28.19494709917294
Indiranagar traffic jam,Indiranagar,"Indiranagar, Bengaluru, Karnataka, India",12.9783692,77.6408356,why_god_why,ChIJkQN3GKQWrjsRNhBQJrhGD7U,AXQCQNQFPgzPhU4ftyBcS8cQBV0hlPD_QaHL8WGqWKURKx8V6nBnY3UymdgpmOGeYx-Pl78DDGksnB1853efEstzF6e1FzL2I3kCYvLFy-Fd08PSiK2cfV7PaGPrAEZyxH7zaoQr4dQOOOFkfRNTJ72iuc-0nUZvd4WmijqnlYnlyT2JgHxaNjLyrK0PZtwDIZL98r9qfspc7Hbv7Wj1gQS1tecBvRn8DrETYIBLtP53egIMIMUtK14RBblT_YSiSlMp-CrjwiWB_FyzWttW-a2zh7_Ucem_7gcDZeyE1w0PokGl0zS20EKHPYjrjc4n4UTxsukhX3Loxafvlp6I8i14zDfJQpjGLOaFvUbRlIHGq7rCnctKaWs2VWjyTDfDkbS-Y4tnyGuMnpv_ykLsnfUEWD2aisIuJ-sWFXYGc8tP0Ky5oaqXiPzvdKRwISV7HjF0TIldGWuIWSfk7Jq_nja1aoeuuHk7ptv-J7xIZ7lRzqaI-BpJiE3M7uA6OmyWIJ_0tNB12Uf2WZCv2BL5Ijewf6bhiACBLH8abs-0m5sdOVkaZmnwZST9Zms-geOMJF9iW1Ewl4TnKZcNgA,"sublocality_level_1, sublocality, political",datasets/osm_images/why_god_why/why_god_why_26.jpg,20.5166438,153,7666.7,high,night,datasets/sentinel_tiles/why_god_why/why_god_why_26_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_26_sentinel.tif,23.7,28.19494709917294
Rajkumar Road congestion,Dr Rajkumar Rd,"Dr Rajkumar Rd, Bengaluru, Karnataka, India",12.9936361,77.5560169,why_god_why,ChIJQRx5V4Q9rjsRRpyTaqbb00s,AXQCQNRgQSPS7VVEURO_OaSWKHrG5yplNhHsm8a9bHKV-N7snN399MDT-Ln3KMKcFd-uw2uiwSS0LVJeHQIJ3bNz0AycHdxhDzSH4pVpBdtaZn42CDKgy6BLquapt8f9o9EPj4njKQvKFPUjPBK2h12cQUlUmFHn0yRA06jB17lRmrCf046pwWAw3l1TM9coSQl6eGckWjLI59z___33PKdT3n7dIN4lh2nUyTNHcMgkZKe1Aky0tuDRCUrqDRemEX5ZXFjcK937bfWA8sywyrhuqyjVPuS8dbAI-w9c2zMt_b-pEyXWoc6SSiNHW4oBt-3co2vdOl-P_jLlbtS5al0Y98794NoS7UFidB3dJlvOhspvjdVlw_kXtvIMhvww2tm2A10Xi5OgY9_5ignlVWPA6qw04E1C1xc_CPX30wCLd-EpMXVAZG8yGpEcb1-q2fmj1nlWTSzHHadu88NGfMmQtJvdXb1pv8h7NO8byCwmwoYdCkM8s4NOmXdABHdnfyOLKVyPPGjnwM1Ksfi1mlk09I2IskAD6Forv0clk4Tl7935lzqh4a5HQ-uo_R4InRKEIRcuei9MBh9_Tw,route,datasets/osm_images/why_god_why/why_god_why_27.jpg,275.3927478,271,13563.0,high,morning,datasets/sentinel_tiles/why_god_why/why_god_why_27_sentinel.jpg,datasets/sentinel_tifs/why_god_why/why_god_why_27_sentinel.tif,59.8,28.19494709917294
